logFC	AveExpr	t	P.Value	adj.P.Val	B
SULF2	-0.078158860826127	6.70827802126213	-1.3349150795742	0.199895294841888	0.748052932109417	-5.61351060959097
ACTL10	0.0904117110924059	8.11201537309709	1.33418205442996	0.20013027791879	0.748495353712623	-5.61442395565749
KRTDAP	-0.0840888134134596	6.4277306748519	-1.33402391678891	0.200181000369085	0.748495353712623	-5.61462094171013
SNORA5A	-0.118346960485749	6.76335403348909	-1.33388368738427	0.200225987348035	0.748495353712623	-5.61479560449103
ATP11C	-0.0986486880286801	7.40704047944405	-1.33356541591483	0.200328121886005	0.748495353712623	-5.61519197299358
DNAJA4	-0.0944553034173863	6.45731799279186	-1.33356330937439	0.200328798021249	0.748495353712623	-5.61519459618146
SLC5A12	-0.0799672185109062	6.87548691799812	-1.33346351534707	0.200360830945243	0.748495353712623	-5.61531886175793
RASGEF1A	-0.145146209780354	6.351902671308	-1.33324540748291	0.200430855687193	0.748495353712623	-5.61559042819631
LINC01667	0.099175686176574	8.52260604625047	1.33320795369329	0.200442882396726	0.748495353712623	-5.61563705838334
GC	0.126827611986375	6.99718182090197	1.33318012761963	0.200451817942549	0.748495353712623	-5.61567170132748
BPIFA3	0.0831176964298521	6.36178001818245	1.33316852468836	0.200455543985082	0.748495353712623	-5.61568614658978
CABP1	0.0776577922003323	6.60451349806556	1.33303532499102	0.200498322280454	0.748495353712623	-5.61585196854562
MIR614	-0.0716116510621445	6.50640980134449	-1.33299318707384	0.200511856771024	0.748495353712623	-5.61590442379455
TRIM64C	0.0996075942183268	6.70302634063524	1.33295069741746	0.200525504975786	0.748495353712623	-5.6159573155582
CCDC86	-0.23436453523785	11.0389385742614	-1.33290355599644	0.200540648251465	0.748495353712623	-5.61601599632597
ADCK2	0.119459074712619	10.7950913604096	1.33287493007488	0.200549844223469	0.748495353712623	-5.61605162853062
TNFRSF25	0.126202845908212	7.52010706311114	1.33274962015756	0.200590103529105	0.748512161725185	-5.61620760121399
APEH	-0.10509357704847	12.4363361083689	-1.33250403797017	0.200669022335641	0.7485654482821	-5.61651324212675
HPCAL4	-0.0840514160536729	7.16283642100987	-1.3324826387032	0.200675900246448	0.7485654482821	-5.61653987258389
DNASE1L2	0.153783229690895	7.61620369921534	1.33229684383975	0.200735624230257	0.748654829438125	-5.61677107179034
RFX4	0.102881955113581	6.68249341423966	1.33207044297789	0.200808420205591	0.748792922797266	-5.61705276528163
GRAMD1C	0.105236317203971	6.57675519917713	1.33140171046924	0.201023564456098	0.749461673788773	-5.61788459432564
LRRFIP1	0.223223230516227	10.3323479521538	1.33098922549341	0.201156360432298	0.749494789179498	-5.61839751271863
XK	-0.0975512681688269	6.10360871657489	-1.33073715186991	0.201237547752257	0.749494789179498	-5.61871089939316
LRRC4B	-0.140866901321965	6.79458641419477	-1.33069398217544	0.201251454370036	0.749494789179498	-5.61876456467664
CDH3	0.152552560992106	7.91575022185638	1.33060032642527	0.201281627118363	0.749494789179498	-5.61888098558322
NSUN2	0.102890503547135	12.24334351661	1.33059545916743	0.201283195284429	0.749494789179498	-5.61888703575879
VENTXP7	-0.0765206754755781	6.5094138151056	-1.3304470986473	0.201330999749604	0.749494789179498	-5.61907144466717
DGCR6	0.104795882929221	8.18124426142266	1.33041844270572	0.20134023425842	0.749494789179498	-5.6191070614789
RALGAPA1	-0.0937243142527819	8.78108169095855	-1.33041159073804	0.201342442386456	0.749494789179498	-5.61911557778006
DDX47	-0.0927450318617371	11.5467265331733	-1.33030391306577	0.201377145329412	0.749494789179498	-5.61924940558558
ESYT3	0.0831073391343375	7.75788699630406	1.33024327297804	0.201396690841661	0.749494789179498	-5.61932476863489
SIRPD	0.098528908990704	6.63191746574438	1.33015149045331	0.201426277057603	0.749494789179498	-5.61943883002652
CHST8	-0.0961561492899756	6.50631571554094	-1.3299559750648	0.201489313236568	0.749522871874903	-5.61968178285268
GTF3C3	0.0949836760082352	9.4724573161081	1.32990598692481	0.201505432450174	0.749522871874903	-5.61974389489438
PIGF	-0.081764132364345	10.2272645855281	-1.32960577107296	0.201602261885402	0.749749822403448	-5.62011688433112
DNAJB11	0.13422047779995	12.5953411804002	1.32941160513577	0.201664906480061	0.749849582993535	-5.62035808089897
ZBTB16	0.141870313684288	9.48050882500118	1.32911502610831	0.201760622967609	0.74996112755043	-5.6207264423235
NOXA1	0.115966722200428	8.01648385370289	1.32909664811714	0.201766555381868	0.74996112755043	-5.62074926625329
SYNE2	0.179420031631249	8.25439688049553	1.3286770323871	0.201902045096658	0.750211672054851	-5.62127032497048
MTMR6	-0.159737087586475	8.52686887982263	-1.32860030743263	0.2019268266461	0.750211672054851	-5.62136558405316
LGALS3	-0.0886235746494046	6.63588177110696	-1.32855496860253	0.201941471865343	0.750211672054851	-5.62142187311885
NKD2	-0.0997101942045155	9.34681312768237	-1.3283066884229	0.202021685611743	0.750339373065166	-5.62173009057316
LINC00426	0.0865208888066	6.76351725579919	1.32822670292413	0.202047532529299	0.750339373065166	-5.62182937550165
MRPL4	-0.136487064951321	9.88446618924309	-1.3278559311004	0.202167379986966	0.750651282839153	-5.62228954686165
MBD3L1	-0.0820159804319527	6.29685012349283	-1.32765660732338	0.202231832339381	0.750757435395034	-5.62253688840624
EEF1A1	0.0632968474928628	14.941845525456	1.32745207944315	0.202297984461838	0.750869859348248	-5.62279065672543
FIS1	0.100083896334249	11.42206929014	1.32698744924083	0.202448327592796	0.751294679990709	-5.62336703068972
PPM1N	-0.100912001011235	6.69460780538173	-1.32649092736672	0.20260908834736	0.751542998718367	-5.62398278703456
GLIS3-AS1	-0.0828681475331994	6.75239216416379	-1.32603385625344	0.202757165738901	0.751542998718367	-5.62454945518697
LRRC37A6P	0.0863855111069283	6.49262751480354	1.32600745624622	0.202765721181909	0.751542998718367	-5.62458218062244
FIBP	0.13351395925798	10.9474532789823	1.32598610771341	0.202772639804998	0.751542998718367	-5.62460864386976
ADD1	-0.0997960073533513	11.7955391485815	-1.32587647786623	0.202808171555572	0.751542998718367	-5.62474453360921
MIR510	-0.0994240034167069	6.50299434406519	-1.32585023994029	0.202816676173414	0.751542998718367	-5.62477705502688
GDAP1	-0.12057815168041	7.248905281308	-1.32580165771227	0.202832424100037	0.751542998718367	-5.62483727042235
PPME1	-0.136760935717366	9.28916368974738	-1.32578871229981	0.202836620518899	0.751542998718367	-5.62485331535525
MCMDC2	0.277137326741935	10.6419353552681	1.32568209298055	0.202871185143622	0.751542998718367	-5.62498545774979
AGBL5	0.136725979975472	9.51948701410378	1.32567264910039	0.202874246955073	0.751542998718367	-5.6249971619421
GRIA3	-0.0686253822106391	6.7101028758709	-1.3252475445551	0.203012108663916	0.751920644509981	-5.62552394220022
MBLAC2	-0.0952429145885851	8.14928480870278	-1.32495019229108	0.203108584491389	0.751937415479186	-5.62589233386964
NPRL2	0.0797374339218333	11.2159518504824	1.32480676273702	0.203155133187223	0.751937415479186	-5.62607000591564
KCNS1	-0.0907727793148059	6.5769588068621	-1.32477183900936	0.203166468634567	0.751937415479186	-5.62611326502136
OR52N1	-0.0969750574305754	6.46657574296996	-1.32465992117657	0.203202798004786	0.751937415479186	-5.62625188852677
TMEM62	0.103091195565769	9.22663647506361	1.32463646039946	0.203210414204323	0.751937415479186	-5.62628094628657
LINC00710	-0.120671662700413	6.68884668442377	-1.32453461006696	0.203243481062748	0.751937415479186	-5.62640709001521
ELOVL2-AS1	-0.092046603386871	6.54432344137349	-1.32423861212133	0.203339604415872	0.751937415479186	-5.62677364526448
PREP	0.119229812075661	8.62903776227423	1.3241130832714	0.203380379982948	0.751937415479186	-5.62692907664186
DAXX	-0.133084308723163	8.80233132768368	-1.32407144323481	0.203393907361964	0.751937415479186	-5.626980633233
MKNK1	0.0953533014762993	9.48640713125393	1.32406436436732	0.203396207107433	0.751937415479186	-5.62698939779962
SERGEF	-0.0793608897968276	9.24211224239858	-1.32401652194029	0.203411750447054	0.751937415479186	-5.62704863201245
NEMP2	-0.114995172836696	6.88147053473276	-1.3235578174954	0.203560825078804	0.752190154089936	-5.62761647141278
DEFB131A	-0.101907931924536	6.7110534020954	-1.32343171120191	0.203601823654217	0.752190154089936	-5.62777255316947
TMEM51-AS1	-0.0691536831140063	6.43222027460788	-1.3234132563695	0.203607824078457	0.752190154089936	-5.62779539371138
STRA8	-0.103494889099641	6.20142285126945	-1.32334834082733	0.203628931905098	0.752190154089936	-5.62787573410946
ARIH2	0.0934709466114789	10.0949610003929	1.32325348548055	0.20365977803486	0.752190154089936	-5.62799312273312
DGKD	0.108064977128038	8.22397195412759	1.32231838658054	0.203964062823596	0.752903480286141	-5.62914999576683
ARVCF	0.106591866291209	6.92275406651603	1.32231819976113	0.203964123651426	0.752903480286141	-5.62915022682778
CA10	-0.110993387995732	6.58872498546184	-1.32218380942681	0.204007884470134	0.752903480286141	-5.62931643592879
DNAH12	-0.083691558530357	6.71304573616594	-1.3221440364707	0.20402083695947	0.752903480286141	-5.62936562307347
TMEM240	-0.0781588871343146	6.55186160573588	-1.32208354356298	0.204040538375733	0.752903480286141	-5.62944043226226
MICALL2	0.128923001807789	7.04071165799135	1.32199705517463	0.204068708662633	0.752903480286141	-5.62954738424879
PHLDB1	0.115576939528248	8.59614858321766	1.32169269352884	0.204167867407823	0.753111869901268	-5.62992371463697
CLEC3B	0.0948585048599506	6.98787268779796	1.32135724745165	0.204277197566272	0.753111869901268	-5.63033839880014
PPP1R16A	0.104961037717848	10.242126827272	1.32129836653751	0.20429639310729	0.753111869901268	-5.63041117964652
RTL3	-0.103357705303702	6.52974844529248	-1.32122822495954	0.204319261564209	0.753111869901268	-5.63049787603688
SFPQ	-0.115248020265556	8.19760773553235	-1.32113010656396	0.204351254793738	0.753111869901268	-5.63061914611398
RIMBP2	-0.0757791029080721	6.2585068712884	-1.32079456427384	0.204460694335641	0.753111869901268	-5.63103380700596
VIT	0.104401474749351	6.74019943754996	1.32077170800612	0.204468150765645	0.753111869901268	-5.63106204954113
ATXN10	-0.0981545054472646	7.96225898804282	-1.32066821259999	0.204501916910036	0.753111869901268	-5.63118992956437
C20orf203	0.0908627163940032	6.79220322928037	1.32061505153515	0.204519262823599	0.753111869901268	-5.63125561280327
DYNLL2	0.117547730216749	10.6314650304464	1.32046425545739	0.204568472405046	0.753111869901268	-5.63144191755126
SNORA36A	0.110827655073583	6.27755442381357	1.32042791322878	0.204580333442281	0.753111869901268	-5.63148681489497
EIF3M	-0.0820462000931315	12.7298276498091	-1.32020841969356	0.204651981303652	0.753111869901268	-5.63175795698236
MIR877	-0.0969491379528336	7.15954716250769	-1.32008723619865	0.20469154698853	0.753111869901268	-5.63190764034812
CDH1	0.118167620225803	13.0994868827196	1.31984293998433	0.204771326703606	0.753111869901268	-5.63220935637014
WDR66	0.100415912233489	6.8839767704254	1.31977694566018	0.204792882678456	0.753111869901268	-5.63229085439754
GPD2	-0.145538559236169	7.41708829609524	-1.3195089731354	0.204880430066596	0.753111869901268	-5.63262174658144
TOP1P2	-0.183891315383666	7.95025118019004	-1.3194229810324	0.204908530228779	0.753111869901268	-5.63272791806374
VRK3	0.11191183786373	9.92055934016951	1.31939924240977	0.204916287981708	0.753111869901268	-5.63275722634002
ISCA1	-0.110790387583897	10.0370053739437	-1.31935118308243	0.204931994425193	0.753111869901268	-5.63281656024437
CCND2	0.0832725050045813	6.82599136797558	1.31931446189385	0.204943996054473	0.753111869901268	-5.63286189494229
RASEF	-0.14802691766827	9.31681814577569	-1.31928153360484	0.204954758520453	0.753111869901268	-5.63290254619414
PRL	0.0865796140671522	6.35573823833367	1.31922295535289	0.204973905672769	0.753111869901268	-5.63297486130078
HJURP	-0.207539683802141	9.95198570097613	-1.31907521364484	0.205022203503034	0.753111869901268	-5.63315723758936
WDR77	-0.0862381901905582	9.35306764568266	-1.31905298123022	0.205029472221768	0.753111869901268	-5.63318468044773
PDCD5	-0.0967817753118005	11.6828973148389	-1.31880923716476	0.205109175905515	0.753111869901268	-5.63348552453158
GPX5	0.0899241361481984	6.73913931195721	1.31865016549688	0.20516120519471	0.753111869901268	-5.63368183651479
HPGD	0.10010903718472	6.70540710772397	1.31863403917117	0.205166480391118	0.753111869901268	-5.63370173711395
KTN1	-0.118718580036424	10.0936572345437	-1.31861165946475	0.205173801353485	0.753111869901268	-5.63372935433653
PCID2	0.0731820096159677	11.6262556391467	1.31856297118118	0.205189729226486	0.753111869901268	-5.63378943581996
TES	-0.14955307999466	7.37469312866311	-1.31843020342188	0.20523316782558	0.753111869901268	-5.63395326253515
MAP6	0.082334707807874	6.64113845289398	1.31840800095	0.205240432683039	0.753111869901268	-5.63398065763294
GPR179	-0.0778310285231578	6.6906202165591	-1.31813175568639	0.205330839799001	0.753311566833559	-5.63432147894569
ZNF329	-0.115870367772455	8.39237305610292	-1.31783799283043	0.205427014591329	0.753493689127141	-5.63468384966171
LRP2	0.111979892327029	6.76679341529003	1.31776026265342	0.205452468593567	0.753493689127141	-5.63477972270778
RBMY1A3P	0.0808530272406554	6.51621657372276	1.31761112982471	0.205501311555122	0.753540805061295	-5.63496365161334
IAH1	-0.081469253864233	10.6891174155119	-1.31746896529448	0.205547880885361	0.753579568906156	-5.63513897073335
GRID1-AS1	-0.0783877189276243	6.578858545255	-1.31719911646048	0.205636299240268	0.753764482116519	-5.63547170982029
ZEB1	-0.0887005807017713	6.26276752655735	-1.31709527574952	0.205670331606456	0.753764482116519	-5.63559973672842
EPX	0.10041321672717	6.20711788307996	1.31693214179918	0.205723805541675	0.753770678854	-5.63580085080301
NAP1L5	-0.104212764429742	6.57513138788226	-1.31687043176492	0.205744036446535	0.753770678854	-5.63587692265762
TRPM8	0.215178890637176	7.99628219971498	1.31671606347719	0.205794651176561	0.753824186829419	-5.63606720459751
TBX22	-0.0794165429493976	6.74638026344457	-1.31615570080924	0.20597846755888	0.754223132047469	-5.63675778398248
SOX12	0.0855151424103031	7.32405023123806	1.31612232014661	0.205989421563148	0.754223132047469	-5.63679891413959
PRIM2	-0.208867433145722	9.02774388331902	-1.31605458844639	0.206011649424259	0.754223132047469	-5.63688236752057
TP53I13	0.128673250562583	10.5953575615103	1.31585548913527	0.206076999887041	0.754330462604531	-5.63712766111185
IFITM3	0.0870932926499357	11.2954704866975	1.31565640054104	0.206142363271705	0.754364793270283	-5.63737291156439
MIR377	-0.0775914504180211	6.58604376110028	-1.31560741153548	0.206158449522274	0.754364793270283	-5.63743325486085
CENPE	-0.174115675283824	9.58594824662933	-1.31537900645997	0.20623346278332	0.754413461603622	-5.63771457396069
C2	-0.0813594896481753	6.72205319480441	-1.31526474874283	0.206270995657345	0.754413461603622	-5.63785528668582
EPB41L2	-0.0951111615337297	7.58129246270524	-1.31523775683589	0.206279863104	0.754413461603622	-5.63788852680593
HCFC1	0.0895035605180521	11.7615652720516	1.31512394166809	0.206317257263395	0.754418421581118	-5.63802868238888
UBE2D2	-0.110050051912344	8.11721580700583	-1.31472104373027	0.206449673234077	0.754555450658011	-5.63852474495717
IMMP2L	0.124591454347193	9.56614598398414	1.31453130595629	0.206512055565879	0.754555450658011	-5.63875831451025
INPPL1	0.144170248922546	10.649693845362	1.31452215619692	0.206515064218154	0.754555450658011	-5.63876957728993
PRKN	0.104043717332453	6.70158984365969	1.31443217050452	0.206544655444391	0.754555450658011	-5.63888034066028
SMC3	-0.124303145311215	10.6702078596905	-1.31441510147124	0.206550268867391	0.754555450658011	-5.63890135023936
SNRPD2	-0.0862012439409927	13.9969340362168	-1.31431059639078	0.20658463966198	0.754555450658011	-5.63902997649298
PHLPP1	-0.12910676492185	7.5294127994887	-1.31424248529146	0.20660704323931	0.754555450658011	-5.63911380410395
C12orf57	0.0855958405505017	12.8612736908317	1.31371415954554	0.206780889245323	0.755058631687003	-5.63976392095797
LOC653712	0.0698086666553541	6.50977835904468	1.31344075385926	0.206870899119664	0.755067176851799	-5.64010027002328
FAM3B	0.0932765289455464	7.06236033051503	1.31342564013791	0.20687587572342	0.755067176851799	-5.64011886157278
RAB11FIP4	0.0928312217585239	7.40932109690497	1.31337838538406	0.2068914362483	0.755067176851799	-5.64017698903425
RBM41	0.0816641661212323	8.41420842015655	1.3132093832817	0.206947094566965	0.755129582501371	-5.64038486251672
RGL3	0.130569300751407	7.19826588262932	1.31301471992115	0.20701121874344	0.755129582501371	-5.64062427271671
GLO1	-0.105574566906315	12.9956955733412	-1.31299792651295	0.207016751408014	0.755129582501371	-5.64064492504607
